Device which have not reported since or before last 5 days
account_name,device_name,imei,sim_number,last_reported_date,last_reported_time,added_on
PEMCO,FoxLT_JSPR_US,359486060279526,8988216710012961597,09.10.2017,14:30:55,26.08.2016
Eric Espero,Queclink_GL300_PODSYS_US,860599002115368,8944500510178334219,20.03.2018,12:30:24,28.12.2017
Eric Espero,Queclink_GL300_PODSYS_US,860599002964237,8944500510178334300,21.12.2018,16:31:24,08.03.2018
RAY CULLEN,Ulbotech_PODSYS_US,351581053273110,8944502511169699147,16.06.2017,12:37:46,16.06.2017
Far-East Landscape,Ulbotech_PODSYS_US,351581053279232,8944501204168952052,21.12.2018,09:34:35,11.11.2016
Far-East Landscape,USGlobalsat_TR900_JSPR_US,012813001840414,8988216710008015705,13.12.2018,11:33:52,28.03.2016
Far-East Landscape,Ulbotech_PODSYS_US,351581053266213,8944501204168952045,21.12.2018,09:57:56,11.11.2016
Far-East Landscape,Ulbotech_PODSYS_US,353836057535775,8944501704189208673,06.12.2018,15:41:52,06.12.2018
Far-East Landscape,Ulbotech_PODSYS_US,353836058783606,8944501704189208699,06.12.2018,15:15:30,06.12.2018
Far-East Landscape,Ulbotech_PODSYS_US,353836058791344,8944501704189208707,06.12.2018,15:41:47,06.12.2018
Rydeen,FoxLT_JSPR_US,351777047714900,8988216710010141820,04.05.2016,14:37:51,01.04.2015
Tri State Recycling,Queclink_GL300_PODSYS_US,860599002124683,8944502511169699287,17.12.2017,09:57:36,01.11.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599002126399,8944502511169699295,13.12.2017,00:39:37,01.11.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001318427,8944502511169699212,25.02.2018,22:57:30,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001304344,8944502511169699188,01.02.2018,01:11:19,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001317130,8944502511169699204,19.10.2017,04:56:14,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001322395,8944502511169699220,22.12.2017,19:42:49,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001315910,8944502511169699170,21.10.2017,13:54:44,07.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001313337,8944502511169699196,29.01.2018,00:46:20,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599001327683,8944502511169699238,13.12.2017,16:52:02,08.08.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599002123511,8944502511169699279,24.01.2018,17:13:13,01.11.2017
Tri State Recycling,Queclink_GL300_PODSYS_US,860599002123222,8944502511169699261,29.11.2017,02:46:44,01.11.2017
JAMES TAYLOR,Ulbotech_PODSYS_US,351581053281329,8944500410169112171,15.02.2017,12:44:03,15.02.2017
SW Finance,Queclink_GL300_PODSYS_US,860599001305606,8944500410169111983,18.05.2018,13:55:49,12.12.2016
Steve Brooks ,Atrak_AX5_PODSYS_US,352964050840058,8944502511169699253,16.03.2018,10:06:01,03.10.2017
Matt Hafoka,Queclink_GL300_PODSYS_US,860599002111805,8944500510178334201,17.10.2018,07:09:42,28.12.2017
Premier,Ulbotech_PODSYS_US,353836058791021,8944502305189350009,30.11.2018,11:03:17,31.07.2018
Premier,Ulbotech_PODSYS_US,353836058789744,8944501704188950069,23.08.2018,15:15:40,31.07.2018
Premier,Ulbotech_PODSYS_US,353836058788118,8944501704188950051,24.08.2018,09:15:58,31.07.2018
